,Unnamed: 0,en,cn,ar,pos,cn_split
1663,1664,pocket,口袋,,np,口袋
1664,1665,poison,有毒,,np,有毒
1665,1666,Poland,波兰,بولندا,np,波兰
1666,1667,police,警察,الشرطة,np,警察
1667,1668,pork,猪肉,لحم خنزير,np,猪肉
1668,1669,Porridge.,白粥。,,sent,白粥 。
1669,1670,Port Moresby,端口莫尔兹比港,مرفئ مويسبي,np,端口 莫尔兹比港
1670,1671,Porto,波尔图,بورتو,np,波尔图
1671,1672,Portugal,葡萄牙,البرتغال,np,葡萄牙
1672,1673,post doctorate,博士后,,np,博士后
1673,1674,post office,邮局,,np,邮局
1674,1675,postage stamp,邮票,طابع بريدي,np,邮票
1675,1676,postal code,邮政编码,,np,邮政编码
1676,1677,postcard,明信片,بطاقة بريدية,np,明信片
1677,1678,Prague,布拉格,براغ,np,布拉格
1678,1679,pre-flight safety demonstration,飞行安全示范,,np,飞行 安全 示范
1679,1680,precise,一丝不苟的,,np,一丝不苟 的
1680,1681,prefecture,专区,,np,专区
1681,1682,Press the call button if you need any more help.,如果还有其他需求，可以按呼叫按钮通知我们。,,sent,如果 还有 其他 需求 ， 可以 按 呼叫 按钮 通知 我们 。
1682,1683,Pretoria,比勒陀利亚,بريتوريا,np,比勒陀利亚
1683,1684,Price According To Season And Size Of Flat.,价格按季节和公寓大小而定。,,sent,价格 按 季节 和 公寓 大小 而定 。
1684,1685,Prices of food in this restaurant are much higher than that in other restaurants.,这家餐厅的价格比其他的餐厅高。,,sent,这家 餐厅 的 价格比 其他 的 餐厅 高 。
1685,1686,prize fellow,奖学金生,,np,奖学金 生
1686,1687,Probably * hours.,大概*小时。,,vp,大概 * 小时 。
1687,1688,professionalhistory,职业经历,,np,职业 经历
1688,1689,professionals & technical,专业技术人员,,np,专业 技术人员
1689,1690,prohibited item,违禁物品,,np,违禁物品
1690,1691,propeller-driven aircraft,螺旋桨飞机,,np,螺旋桨 飞机
1691,1692,protect public propety,爱护公共财物,,np,爱护 公共 财物
1692,1693,province,省,,np,省
1693,1694,pub,酒店,,np,酒店
1694,1695,public phone,公用电话,,np,公用电话
1695,1696,pull,拉,اسحب,vp,拉
1696,1697,Pune,普纳,بيون,np,普纳
1697,1698,purple,紫色,بنفسجي,adj,紫色
1698,1699,push,推,ادفع,vp,推
1699,1700,"Put on your seat belt, please.",请系好安全带。,,sent,请系 好 安全带 。
1700,1701,"Put your carry-on luggage on the belt, please.",请把你的手提行李放在传送带上。,,sent,请 把 你 的 手提 行李 放在 传送带 上 。
1701,1702,Qatar,卡塔尔,دولة قطر,np,卡塔尔
1702,1703,Quantity allowed to take.,限带物品数量。,,sent,限带 物品 数量 。
1703,1704,queue here,在此排队,,np,在 此 排队
1704,1705,Queue here.,在此排队。,,sent,在 此 排队 。
1705,1706,quiet,安静,هادئ,adj,安静
1706,1707,ramp,停机坪,,np,停机坪
1707,1708,razor,剃刀,موس حلاقة,np,剃刀
1708,1709,reading light,阅读灯,,np,阅读 灯
1709,1710,realistic,实事求是的,,np,实事求是 的
1710,1711,receipt,发票,,np,发票
1711,1712,Reception,前台/服务台/接待,,sent,前台 / 服务台 / 接待
1712,1713,reclaim belt,取行李传送带,,np,取 行李 传送带
1713,1714,red,红色,أحمر,adj,红色
1714,1715,red wine,红酒,نبيذ أحمر,np,红酒
1715,1716,Reduced Rates For Elderly.,老人优惠。,,sent,老人 优惠 。
1716,1717,reduced speed now,减速行驶,,np,减速 行驶
1717,1718,refined sugar,白糖,,np,白糖
1718,1719,refresher course,进修课程,,np,进修 课程
1719,1720,Regulations on restriction of liquids.,限带液体物品的规定。,,sent,限带 液体 物品 的 规定 。
1720,1721,relative,亲戚,,np,亲戚
1721,1722,Remove Key.,取出钥匙卡。,,sent,取出 钥匙卡 。
1722,1723,Report Suspicious Persons Or Acts.,报告可疑人员或可疑行为。,,sent,报告 可疑 人员 或 可疑 行为 。
1723,1724,responsible,负责的,,np,负责 的
1724,1725,restaurant,餐厅,مطعم,np,餐厅
1725,1726,restaurant and pub,餐馆酒吧,,np,餐馆 酒吧
1726,1727,restaurant lounge,酒店大厅,,np,酒店 大厅
1727,1728,Restriction of hand carry-on articles.,随身携带的物品限制规定。,,sent,随身携带 的 物品 限制 规定 。
1728,1729,rice,米饭,أرز,np,米饭
1729,1730,rice bowl,饭碗,,np,饭碗
1730,1731,Riga,里加,ريغا,np,里加
1731,1732,right,右边,يمين,part,右边
1732,1733,Rio de Janeiro,里约热内卢,ريو دي جانيرو,np,里约热内卢
1733,1734,Riyadh,利雅得,مدينة الرياض,np,利雅得
1734,1735,road,路,شارع,np,路
1735,1736,"road up, detour",马路施工，请绕行,,np,马路 施工 ， 请 绕行
1736,1737,rock,洛杯,,np,洛杯
1737,1738,rock sugar,冰糖,,np,冰糖
1738,1739,Romania,罗马尼亚,رومانيا,np,罗马尼亚
1739,1740,Rome,罗马,روما,np,罗马
1740,1741,Room Reservation. Good afternoon.,客房预约部。下午好!,,sent,客房 预约 部 。 下午 好 !
1741,1742,"Room Reservations. May i help you,sir?",客房预定。先生有什么需要我帮忙的吗?,,sent,客房 预定 。 先生 有 什么 需要 我 帮忙 的 吗 ?
1742,1743,Rotterdam,鹿特丹,روتردام,np,鹿特丹
1743,1744,Round trip back to *.,我要往返票，*月*日飞回*。,,vp,我要 往返票 ， * 月 * 日飞 回 * 。
1744,1745,Round trip or one way?,往返还是单程?,,sent,往返 还是 单程 ?
1745,1746,round-trip ticket,来回机票,,np,来回 机票
1746,1747,rum,朗姆酒,رم شراب مسكر,np,朗姆酒
1747,1748,runny nose,流鼻涕,سيلان الأنف,np,流鼻涕
1748,1749,Russian Federation,俄罗斯联邦,الاتحاد الروسي,np,俄罗斯联邦
1749,1750,Rwanda,卢旺达,رواندا,np,卢旺达
1750,1751,Safe Deposit Boxes Are Available At Front Desk.,前台可以提供保险箱。,,sent,前台 可以 提供 保险箱 。
1751,1752,safety first,安全第一,,np,安全 第一
1752,1753,Saint Petersburg,圣彼得堡,سان بطرسبرج,np,圣彼得堡
1753,1754,Saint Vincent & the Grenadines,圣文森特和格林纳丁斯,سانت فنسنت وجزر غرينادين,np,圣文森特 和 格林纳丁斯
1754,1755,salad,沙拉,سلطة,np,沙拉
1755,1756,salad dressing,沙拉酱,,np,沙拉酱
1756,1757,salad oil,色拉油,,np,色拉油
1757,1758,salt,盐,ملح,np,盐
1758,1759,salt shaker,盐瓶,,np,盐瓶
1759,1760,Samoa,萨摩亚,ساموا,np,萨摩亚
1760,1761,San Marino,圣马力诺,سان مارينو,np,圣马力诺
1761,1762,Santiago,圣地亚哥,سانتياغو,np,圣地亚哥
1762,1763,Sao Paulo,圣保罗,ساو باولو,np,圣保罗
1763,1764,Sao Tome & Principe,圣多美和普林西比,ساو تومي وبرينسيبي,np,圣多美和普林西比
1764,1765,Sarajevo,萨拉热窝,سراييفو,np,萨拉热窝
1765,1766,satellite,卫星楼,,np,卫星 楼
1766,1767,Saturday,星期六,يوم السبت,np,星期六
1767,1768,saucer,咖啡碟,,np,咖啡 碟
1768,1769,Saudi Arabia,沙特阿拉伯,المملكة العربية السعودية,np,沙特阿拉伯
1769,1770,Sauna,桑拿浴,,sent,桑拿浴
1770,1771,sausage,香肠,سجق,np,香肠
1771,1772,scented tea,花茶,شاي معطر,np,花茶
1772,1773,scheduled time,预计时间,,np,预计 时间
1773,1774,seat belt,安全带,,np,安全带
1774,1775,seat by number,对号入座,,np,对号入座
1775,1776,seat no,机座号,,np,机座 号
1776,1777,second class cabin,二等舱,مقصورة الدرجة الثانية,np,二等舱
1777,1778,second job,第二职业,,np,第二 职业
1778,1779,Secure Valuables.,保管好贵重物品。,,sent,保管 好 贵重物品 。
1779,1780,security check,安检,,np,安检
1780,1781,Security check (in).,安检。,,sent,安检 。
1781,1782,security inspection,安检,,np,安检
1782,1783,Security Inspection.,安检。,,sent,安检 。
1783,1784,Security Office.,保安部。,,sent,保安 部 。
1784,1785,Security screening requirements.,安检要求。,,sent,安检 要求 。
1785,1786,See you later.,待会见,أراك لاحقاً.,sent,待 会见
1786,1787,See you then.,到时候见。,,sent,到时候 见 。
1787,1788,Senegal,塞内加尔,السنغال,np,塞内加尔
1788,1789,Seoul,首尔,سيول,np,首尔
1789,1790,separated,分居,,np,分居
1790,1791,September,九月,سبتمبر,np,九月
1791,1792,Serbia,塞尔维亚,صربيا,np,塞尔维亚
1792,1793,service,服务人员,,np,服务 人员
1793,1794,service fork,服务叉,,np,服务 叉
1794,1795,service tongs,服务夹,,np,服务 夹
1795,1796,sesame,芝麻,,np,芝麻
1796,1797,sesame oil,香油,,np,香油
1797,1798,sesame paste,芝麻酱,,np,芝麻酱
1798,1799,seven,七,سبعة,num,七
1799,1800,sex,性别,,np,性别
1800,1801,Seychelles,塞舌尔,سيشيل,np,塞舌尔
1801,1802,Shall I bring a cushion for the little one to sit on?,我需要拿个垫子为小朋友坐吗?,,sent,我 需要 拿个 垫子 为 小朋友 坐 吗 ?
1802,1803,shampoo,洗发精,شامبو,np,洗发精
1803,1804,Shanghai,上海,شنغهاي,np,上海
1804,1805,Sharjah,沙迦,الشارقة,np,沙迦
1805,1806,Shave Pins In All Bedrooms.,所有卧室备有刮脸插销。,,sent,所有 卧室 备有 刮脸 插销 。
1806,1807,she,她,هي,np,她
1807,1808,Sheffield,谢菲尔德,شيفيلد,np,谢菲尔德
1808,1809,Shenzhen,深圳,شنتشن,np,深圳
1809,1810,short stay,短暂停留,,np,短暂 停留
1810,1811,short-sighted,近视,,np,近视
1811,1812,Should I take off my jacket too?,我还要脱掉夹克吗?,,sent,我 还要 脱掉 夹克 吗 ?
1812,1813,shoulder,肩膀,كتف,np,肩膀
1813,1814,Show me.,给我看一下。,أرني.,sent,给 我 看 一下 。
1814,1815,shut,此路不通,,np,此路不通
1815,1816,Shuttle Bus.,机场巴士。,,sent,机场 巴士 。
1816,1817,Sierra Leone,塞拉利昂,سيرا ليون,np,塞拉利昂
1817,1818,signature,签名,,np,签名
1818,1819,Singapore,新加坡,سنغافورة,np,新加坡
1819,1820,single,未婚,,np,未婚
1820,1821,sister,姐妹,,np,姐妹
1821,1822,sister-in-law,弟妹,,np,弟妹
1822,1823,sites to see,景点,مواقع لترى,np,景点
1823,1824,six,六,ستة,num,六
1824,1825,Slippery Road.,小心路滑。,,sent,小心 路滑 。
1825,1826,Slovakia,斯洛伐克,سلوفاكيا,np,斯洛伐克
1826,1827,Slovenia,斯洛文尼亚,سلوفينيا,np,斯洛文尼亚
1827,1828,slowly,慢慢的,ببطء,adv,慢慢 的
1828,1829,Smoking or non-smoking?,吸烟区还是非吸烟区?,,sent,吸烟区 还 是非 吸烟区 ?
1829,1830,smoking seat,吸烟坐位,,np,吸烟 坐位
1830,1831,smoking section,吸烟区,قسم المدخنين,np,吸烟区
1831,1832,"Smoking, please.",吸烟区。,,sent,吸烟区 。
1832,1833,smooth flight,平稳的飞行,,np,平稳 的 飞行
1833,1834,sneeze,打喷嚏,عطسة,np,打喷嚏
1834,1835,soap,肥皂,صابون,np,肥皂
1835,1836,soda spoon,冻茶勺,,np,冻茶 勺
1836,1837,Sofia,苏菲亚,صوفيا,np,苏菲亚
1837,1838,Solomon Islands,所罗门群岛,جزر سليمان,np,所罗门群岛
1838,1839,Somalia,索马里,الصومال,np,索马里
1839,1840,Some black coffee will help to sober me up.,一些黑咖啡，能让我清醒。,,sent,一些 黑 咖啡 ， 能 让 我 清醒 。
1840,1841,"Some more *, pelase.",再多一点*，谢谢,المزيد من *، من فضلك.,vp,再 多一点 * ， 谢谢
1841,1842,something) to declare,有报关,,np,有 报关
1842,1843,son,儿子,,np,儿子
1843,1844,son-in-law,女婿,,np,女婿
1844,1845,sore,酸,ملتهب,adj,酸
1845,1846,Sorry No Vacancy.,抱歉，客满。,,sent,抱歉 ， 客满 。
1846,1847,"Sorry, it's all sold out.",对不起，都卖完了。,عذرا ، كل شيء بيعت.,sent,对不起 ， 都 卖完 了 。
1847,1848,"Sorry, we're fully booked.",抱歉，我们位子被订满了。,,sent,抱歉 ， 我们 位子 被 订满 了 。
1848,1849,Sorry. It's out of stock now.,对不起，已经脱销了。,,sent,对不起 ， 已经 脱销 了 。
1849,1850,sos,紧急求救信号,,np,紧急 求救信号
1850,1851,soup,汤,حساء,np,汤
1851,1852,soup bowl,汤碗,,np,汤碗
1852,1853,soup spoon,汤勺,,np,汤勺
1853,1854,south,南,جنوب,adv,南
1854,1855,South Africa,南非,جنوب أفريقيا,np,南非
1855,1856,South Korea,韩国,كوريا الجنوبية,np,韩国
1856,1857,South Sudan,南苏丹,جنوب السودان,np,南 苏丹
1857,1858,Southampton,南安普敦,ساوثامبتون,np,南安普敦
1858,1859,soy sauce,酱油,,np,酱油
1859,1860,Spain,西班牙,إسبانيا,np,西班牙
1860,1861,special training,特别训练,,np,特别 训练
1861,1862,specialized courses,专门课程,,np,专门 课程
1862,1863,specific experience,具体经历,,np,具体 经历
1863,1864,speed,速度,,np,速度
1864,1865,speed limit,速度限制,حد السرعة,np,速度限制
1865,1866,Speed Per Hour.,飞行速度。,,sent,飞行速度 。
1866,1867,spouse,配偶,,np,配偶
1867,1868,Sri Lanka,斯里兰卡,سيريلانكا,np,斯里兰卡
1868,1869,St Kitts & Nevis,圣基茨和尼维斯,سانت كيتس ونيفيس,np,圣基茨 和 尼维斯
1869,1870,St Lucia,圣卢西亚,شارع لوسيا,np,圣卢西亚
1870,1871,staff only,本处职工专用,,np,本 处 职工 专用
1871,1872,Staff Only.,旅客止步。,,sent,旅客 止步 。
1872,1873,stairs and lifts to departures,由此乘电梯前往登机,,np,由此 乘 电梯 前往 登机
1873,1874,Stalls,中庭,,sent,中庭
1874,1875,status,订座情况,,np,订座 情况
1875,1876,stay close,跟紧,,np,跟 紧
1876,1877,Stay close.,跟紧。,,sent,跟 紧 。
1877,1878,steak knife,扒刀,,np,扒 刀
1878,1879,stepbrother,异父(母)之兄弟,,np,异父 ( 母 ) 之 兄弟
1879,1880,stepdaughter,继女,,np,继女
1880,1881,stepfather,继父,,np,继父
1881,1882,stepmother,继母,,np,继母
1882,1883,stepsister,异父(母)之姐妹,,np,异父 ( 母 ) 之 姐妹
1883,1884,stepson,继子,,np,继子
1884,1885,steward,男空服员,,np,男空 服员
1885,1886,stewardess,女空服员,,np,女空 服员
1886,1887,stir stick,搅棒,,np,搅棒
1887,1888,Stockholm,斯德哥尔摩,ستوكهولم,np,斯德哥尔摩
1888,1889,Stoke-on-Trent,特伦特河畔斯托克,ستوك أون ترينت,np,特伦特 河畔 斯托克
1889,1890,stomach medicine,肠胃药,دواء للمعدة,np,肠胃 药
1890,1891,stop,关闭,,np,关闭
1891,1892,stop (on a street sign),停,قف,sent,停
1892,1893,Stop! Thief!,住手！小偷！,توقف! لص/سارق‏! ‎,sent,住手 ！ 小偷 ！
1893,1894,Stop.,停。,توقف,sent,停 。
1894,1895,straight ahead,往前走,إلى الأمام,sent,往前走
1895,1896,straw,吸管,,np,吸管
1896,1897,street,街,شارع,np,街
1897,1898,study abroad student,留学生,,np,留学生
1898,1899,Stuttgart,斯图加特,شتوتغارت,np,斯图加特
1899,1900,Sudan,苏丹,سودان,np,苏丹
1900,1901,sugar,糖,سكر,np,糖
1901,1902,sugar bowl,糖盅,,np,糖盅
1902,1903,Suit,套间,,sent,套间
1903,1904,sunblock lotion,防晒乳,مرهم حماية من حروق الشمس,np,防晒乳
1904,1905,Sunday,星期天,الأحد,np,星期天
1905,1906,supper,晚饭,العشاء,np,晚饭
1906,1907,Surabaya,泗水,سورابايا,np,泗水
1907,1908,Surat,苏拉特,سورة,np,苏拉特
1908,1909,"Sure, but if you do have any cancellations, could you let me know as soon as possible?",好的，如果真有人取消，能不能尽快让我知道呢?,,sent,好 的 ， 如果 真 有人 取消 ， 能 不能 尽快 让 我 知道 呢 ?
1909,1910,Sure.,当然啦。,صحيح.,sent,当然 啦 。
1910,1911,Sure. What kind of drink do you want?,当然可以。 你想要什么饮料?,,sent,当然 可以 。   你 想要 什么 饮料 ?
1911,1912,Suriname,苏里南,سورينام,np,苏里南
1912,1913,Swansea,斯旺西,سوانسي,np,斯旺西
1913,1914,Swaziland,斯威士兰,سوازيلاند,np,斯威士兰
1914,1915,Sweden,瑞典,السويد,np,瑞典
1915,1916,Switzerland,瑞士,سويسرا,np,瑞士
1916,1917,Sydney,悉尼,سيدني,np,悉尼
1917,1918,Syria,叙利亚,سوريا,np,叙利亚
1918,1919,tabasco,辣椒仔,,np,辣椒 仔
1919,1920,Taipei,台北,تايبيه,np,台北
1920,1921,Taiwan,台湾,تايوان,np,台湾
1921,1922,Tajikistan,塔吉克斯坦,طاجيكستان,np,塔吉克斯坦
