,en,cn,ar,pos
1734,Sao Tome & Principe,圣多美和普林西比,ساو تومي وبرينسيبي,np
1735,Sarajevo,萨拉热窝,سراييفو,np
1736,satellite,卫星楼,قمر صناعي,np
1737,Saturday,星期六,يوم السبت,np
1738,saucer,咖啡碟,صحن وضع الفنجان,np
1739,Saudi Arabia,沙特阿拉伯,المملكة العربية السعودية,np
1740,Sauna,桑拿浴,ساونا/حمام بخاري,sent
1741,sausage,香肠,سجق,np
1742,scented tea,花茶,شاي معطر,np
1743,scheduled time,预计时间,وقت مقرر,np
1744,seat belt,安全带,حزام المقعد,np
1745,seat by number,对号入座,مقعد بالرقم,np
1746,seat no,机座号,رقم المقعد,np
1747,second class cabin,二等舱,مقصورة الدرجة الثانية,np
1748,second job,第二职业,عمل ثاني,np
1749,Secure Valuables.,保管好贵重物品。,أمّن المقتنيات الثمينة,sent
1750,security check,安检,التحقيق الأمني,np
1751,Security check (in).,安检。,التحقيق الأمني للدخول,sent
1752,security inspection,安检,التفتيش الأمني,np
1753,Security Office.,保安部。,مكتب الأمن,sent
1754,Security screening requirements.,安检要求。,شروط المسح الأمني,sent
1755,See you later.,待会见,أراك لاحقاً.,sent
1756,See you then.,到时候见。,أراك وقتها.,sent
1757,Senegal,塞内加尔,السنغال,np
1758,Seoul,首尔,سيول,np
1759,separated,分居,منفصل,np
1760,September,九月,سبتمبر,np
1761,Serbia,塞尔维亚,صربيا,np
1762,service,服务人员,الخدمات,np
1763,service fork,服务叉,شوكة الخدمة,np
1764,service tongs,服务夹,ملقط الخدمة,np
1765,sesame,芝麻,سمسم,np
1766,sesame oil,香油,زيت السمسم,np
1767,sesame paste,芝麻酱,معجون السمسم,np
1768,seven,七,سبعة,num
1769,sex,性别,جنس,np
1770,Seychelles,塞舌尔,سيشيل,np
1771,Shall I bring a cushion for the little one to sit on?,我需要拿个垫子为小朋友坐吗?,هل أحضر مِخَدَّة للصغير ليجلس عيلها,sent
1772,shampoo,洗发精,شامبو,np
1773,Shanghai,上海,شنغهاي,np
1774,Sharjah,沙迦,الشارقة,np
1775,Shave Pins In All Bedrooms.,所有卧室备有刮脸插销。,دبابيس الحلاقة في جميع الغرف,sent
1776,she,她,هي,np
1777,Sheffield,谢菲尔德,شيفيلد,np
1778,Shenzhen,深圳,شنتشن,np
1779,short stay,短暂停留,مكوث قصير,np
1780,short-sighted,近视,قصير النظر,np
1781,Should I take off my jacket too?,我还要脱掉夹克吗?,هل علي أن أخلع معطفي أيضاً,sent
1782,shoulder,肩膀,كتف,np
1783,Show me.,给我看一下。,أرني.,sent
1784,shut,此路不通,أغلق,np
1785,Shuttle Bus.,机场巴士。,حافلة نقل,sent
1786,Sierra Leone,塞拉利昂,سيرا ليون,np
1787,signature,签名,توقيع,np
1788,Singapore,新加坡,سنغافورة,np
1789,single,未婚,فردي,np
1790,sister,姐妹,أخت,np
1791,sister-in-law,弟妹,أخت الزوج/أخت الزوج,np
1792,sites to see,景点,مواقع لترى,np
1793,six,六,ستة,num
1794,Slippery Road.,小心路滑。,شارع زلق,sent
1795,Slovakia,斯洛伐克,سلوفاكيا,np
1796,Slovenia,斯洛文尼亚,سلوفينيا,np
1797,slowly,慢慢的,ببطء,adv
1798,Smoking or non-smoking?,吸烟区还是非吸烟区?,مدخن أم غير مدخن؟,sent
1799,smoking seat,吸烟坐位,مقعد للمدخنين,np
1800,smoking section,吸烟区,قسم المدخنين,np
1801,"Smoking, please.",吸烟区。,التدخين، من فضلك.,sent
1802,smooth flight,平稳的飞行,رحلة سلسة.,np
1803,sneeze,打喷嚏,عطسة,np
1804,soap,肥皂,صابون,np
1805,soda spoon,冻茶勺,معلقة المشروب الغازي,np
1806,Sofia,苏菲亚,صوفيا,np
1807,Solomon Islands,所罗门群岛,جزر سليمان,np
1808,Somalia,索马里,الصومال,np
1809,Some black coffee will help to sober me up.,一些黑咖啡，能让我清醒。,القليل من القهوة السوداء ستساعد في ترزيني,sent
1810,"Some more *, pelase.",再多一点*，谢谢,المزيد من *، من فضلك.,vp
1811,something) to declare,有报关,شيء للإفصاح عنه,np
1812,son,儿子,ابن,np
1813,son-in-law,女婿, زوج الابنة,np
1814,sore,酸,ملتهب,adj
1815,Sorry No Vacancy.,抱歉，客满。,آسف. لا يوجد شاغر.,sent
1816,"Sorry, it's all sold out.",对不起，都卖完了。,عذرا ، كل شيء بيعت.,sent
1817,"Sorry, we're fully booked.",抱歉，我们位子被订满了。,آسف، إننا محجوزون بالكامل,sent
1818,Sorry. It's out of stock now.,对不起，已经脱销了。,آسف، إنها منقضية من مخزوننا الآن.,sent
1819,sos,紧急求救信号,النجدة,np
1820,soup,汤,حساء,np
1821,soup bowl,汤碗,وعاء الشوربة,np
1822,soup spoon,汤勺,ملعقة الحساء,np
1823,south,南,جنوب,adv
1824,South Africa,南非,جنوب أفريقيا,np
1825,South Korea,韩国,كوريا الجنوبية,np
1826,South Sudan,南苏丹,جنوب السودان,np
1827,Southampton,南安普敦,ساوثامبتون,np
1828,soy sauce,酱油,صلصة الصويا,np
1829,Spain,西班牙,إسبانيا,np
1830,special training,特别训练,تدريب خاص,np
1831,specialized courses,专门课程,مواد مخصصة/مسارات مخصصة,np
1832,specific experience,具体经历,خبرة اختصاصية,np
1833,speed,速度,سرعة,np
1834,speed limit,速度限制,حد السرعة,np
1835,Speed Per Hour.,飞行速度。,السرعة في الساعة,sent
1836,spouse,配偶,القرين,np
1837,Sri Lanka,斯里兰卡,سيريلانكا,np
1838,St Kitts & Nevis,圣基茨和尼维斯,سانت كيتس ونيفيس,np
1839,St Lucia,圣卢西亚,شارع لوسيا,np
1840,staff only,本处职工专用,الموظفين فقط,np
1841,stairs and lifts to departures,由此乘电梯前往登机,الدرج والمصاعد للمغادرين,np
1842,Stalls,中庭,أكشاك,sent
1843,status,订座情况,حالة,np
1844,stay close,跟紧,ابق قريباً,np
1845,steak knife,扒刀,سكينة شرائح اللحم,np
1846,stepbrother,异父(母)之兄弟,أخ غير شقيق,np
1847,stepdaughter,继女, ربيبة,np
1848,stepfather,继父,زوج الأم,np
1849,stepmother,继母,زوجة الأب,np
1850,stepsister,异父(母)之姐妹,أخت غير الشقيقة,np
1851,stepson,继子,ربيب,np
1852,steward,男空服员,مضيف,np
1853,stewardess,女空服员,مضيفة,np
1854,stir stick,搅棒,تحريك العصا,np
1855,Stockholm,斯德哥尔摩,ستوكهولم,np
1856,Stoke-on-Trent,特伦特河畔斯托克,ستوك أون ترينت,np
1857,stomach medicine,肠胃药,دواء للمعدة,np
1858,stop,关闭,توقف,np
1859,stop (on a street sign),停,قف,sent
1860,Stop! Thief!,住手！小偷！,توقف! لص/سارق‏! ‎,sent
1861,straight ahead,往前走,إلى الأمام,sent
1862,straw,吸管,قش/مصاصة,np
1863,street,街,شارع,np
1864,study abroad student,留学生,طالب مبتعث,np
1865,Stuttgart,斯图加特,شتوتغارت,np
1866,Sudan,苏丹,سودان,np
1867,sugar,糖,السكر,np
1868,sugar bowl,糖盅,وعاء سكر,np
1869,Suit,套间,بدلة,sent
1870,sunblock lotion,防晒乳,مرهم حماية من حروق الشمس,np
1871,Sunday,星期天,الأحد,np
1872,supper,晚饭,العشاء,np
1873,Surabaya,泗水,سورابايا,np
1874,Surat,苏拉特,سورة,np
1875,"Sure, but if you do have any cancellations, could you let me know as soon as possible?",好的，如果真有人取消，能不能尽快让我知道呢?,بالطبع، لكن أذل لديك أي إلغاءات، هل يمكنك أن تخبرني بأسرع وقت ممكن؟,sent
1876,Sure.,当然啦。,صحيح.,sent
1877,What kind do you want?,你想要什么样的？,ما نوع هل تريد؟,sent
1878,What kind do you have?,你有什么样的？,ما نوع لديك؟,sent
1879,Suriname,苏里南,سورينام,np
1880,Swansea,斯旺西,سوانسي,np
1881,Swaziland,斯威士兰,سوازيلاند,np
1882,Sweden,瑞典,السويد,np
1883,Switzerland,瑞士,سويسرا,np
1884,Sydney,悉尼,سيدني,np
1885,Syria,叙利亚,سوريا,np
1886,tabasco,辣椒仔,تاباسكو/شطة حارة,np
1887,Taipei,台北,تايبيه,np
1888,Taiwan,台湾,تايوان,np
1889,Tajikistan,塔吉克斯坦,طاجيكستان,np
1890,take care not to leave things behind,当心不要丢失东西,احذر من أن تترك أشياءً وراءك,np
1891,"Take care, not to leave things behind.",当心不要遗忘携带物品。,احذر من أن تترك أشياءً وراءك,sent
1892,"Take me there, please.",请带我到那里。,خذني إلى هناك من فضلك.,sent
1893,"Take me to *, please.",请您开到*。,خذني إلى *، من فضلك.,vp
1894,take off,脱掉,اخلع,np
1895,"Take off your belt, please.",请解下您的皮带。,اخلع حزامك، من فضلك.,sent
1896,Take off your coat and shoes and put then in the box.,脱掉您的外套和鞋子，把它们放进盒子里。,اخلع معطفك وحذائك وبعدها ضعهم في الصندوق.,sent
1897,take-off,起飞,الإقلاع,np
1898,tampon,卫生棉条,سدادة قطنية للدورة,np
1899,Tanzania,坦桑尼亚,تنزانيا,np
1900,taxi,出租车,تاكسي,np
1901,Taxi driver,出租车司机,سائق تاكسي,np
1902,taxipick-up point,出租车乘车点,,np
1903,tea,茶,شاي,np
1904,Tea and Coffee Making Facility In All Bedrooms,所有卧室有沏茶，煮咖啡设备。,مرافق صناعة القهوة والشاي في كل الغرف,sent
1905,tea pot,茶盅,إبريق شاي,np
1906,teaspoon,茶勺,ملعقة شاي,np
1907,Tehran,德黑兰,طهران,np
1908,Tel Aviv,特拉维夫,تل أبيب,np
1909,telephone,电话,هاتف,np
1910,temperate,稳健的,معتدل,np
1911,temporarily,暂时,مؤقت,np
1912,ten,十,عشرة,num
1913,ten million,一千万,عشرة ملايين,num
1914,ten thousand,一万,عشرة آلاف,num
1915,Thailand,泰国,تايلاند,np
1916,Thank you for booking in our hotel.,谢谢您预定我们的宾馆。,شكراً لحجزك في فندقنا,sent
1917,"Thank you for waiting, Sir. We have a vacancy for that period.",让您就等了。我们这段时间有房间。,شكراًً لانتظارك، سيدي. لدينا شاغر في تلك الفترة.,sent
1918,Thank you for waiting.,谢谢您一直等着。,شكراً للانتظار,sent
1919,Thank you so much.,非常感谢,شكراً جزيلاً,sent
1920,"Thank you, sir. We will extend the reservation for you.",谢谢，先生。我们将为您扩大保留。,شكراً، سيدي. سنمدد الحجز لك.,sent
1921,Thank you.,谢谢。,شكراً,sent
1922,That is not a direct flight.,那不是直飞的航班。,هذه ليست رحلة مباشرة.,sent
1923,That is really disappointing.,真让人失望。,إن هذا فعلاً مخيب للآمال,sent
1924,That sounds not bad at all. I'll take it.,听起来还不错。这个房间我订了。,إن هذا لا يبدو سيئاً على الإطلاق. سآخذه.,sent
1925,That table is reserved.,那张桌子被预定了。,تلك الطاولة محجوزة,sent
1926,That will be * night(s).,那就是*天。,ذلك سيكون * ليلة/ليال.,vp
1927,"That's my number, e-mail.",这里是我的电话号码、电邮。,ذلك رقمي، البريد الإلكتروني.,sent
1928,That's too expensive.,太贵了。,هذا غال جدا.,sent
1929,"The balance of the fare is * dollars, you have to pay it by yourself.",票价差额为*元，需要你自理。,رصيد الأجرة هو * دولار ، عليك أن تدفعه بنفسك.,vp
1930,The boarding time is *,登机时间是*点。,وقت الصعود هو *.,vp
1931,The check-in is half an hour earlier than departure.,机场提前半小时检票。,تسجيل الدخول يبدأ قبل نصف ساعة من الإقلاع.,sent
1932,"The check, please.",请结帐。,الفاتورة، من فضلك.,sent
1933,The current rate is * dollars per night.,现行房费是每天*元。,معدل سعر الحجز هو * دولار لليلة.,vp
1934,the day after tomorrow,后天,بعد غد,np
1935,the day before yesterday,前天,قبل البارحة,np
1936,The delay is due to mechanical difficulties.,延迟出发是因为机械故障。,التأجيل نتيجة عراقل ميكانيكية,sent
1937,The dish I ordered was not fresh.,我点的菜不新鲜。,الطبق الذي طلبته لم يكن طازجاً,sent
1938,The dishes are offered too slowly.,菜上的太慢了。,الأطباق تخدم ببطء كبير,sent
1939,The flight is delayed due to bad weather conditions.,由于天气不好航班延误了。,الطائرة تأجلت بسبب الأحوال الجوية السيئة,sent
1940,The food has a funny smell.,这菜闻起来很奇怪。,الطعام له رائحة غريبة.,sent
1941,The food is off.,这菜变质了。,الطعام مطفأ,sent
1942,The food was dreadful.,这饭菜糟糕透了。,الطعام كان مُرَوِّعاً.,sent
1943,The fruit and vegetables are over there.,水果和蔬菜在那边。,الخضروات والفواكه هناك.,sent
1944,The gate number is *,登机门是*号。,رقم البوابة هو *.,vp
1945,The Gold Coast,在黄金海岸,والذهب الساحل,np
